SEQUENTIAL
0.0
4000.0
12000.0
17000.0
22000.0
24000.0
29000.0
37000.0
42000.0
43000.0
43000.0
44000.0
47000.0
48000.0
52000.0
53000.0
55000.0
55000.0
56000.0
57000.0
62000.0
63000.0
63000.0
66000.0
89000.0
93000.0
94000.0
106000.0
108000.0
109000.0
112000.0
126000.0
127000.0
129000.0
137000.0
138000.0
138000.0
138000.0
138000.0
150000.0
151000.0
153000.0
156000.0
163000.0
169000.0
183000.0
183000.0
184000.0
186000.0
190000.0
197000.0
201000.0
203000.0
204000.0
204000.0
209000.0
215000.0
219000.0
221000.0
223000.0
225000.0
231000.0
234000.0
242000.0
242000.0
244000.0
244000.0
246000.0
248000.0
255000.0
256000.0
256000.0
256000.0
257000.0
258000.0
259000.0
262000.0
264000.0
265000.0
265000.0
266000.0
279000.0
281000.0
283000.0
283000.0
288000.0
301000.0
309000.0
324000.0
327000.0
329000.0
331000.0
350000.0
352000.0
352000.0
355000.0
364000.0
371000.0
377000.0
391000.0
392000.0
394000.0
399000.0
405000.0
412000.0
412000.0
417000.0
421000.0
422000.0
427000.0
430000.0
430000.0
440000.0
445000.0
452000.0
453000.0
461000.0
468000.0
471000.0
472000.0
482000.0
482000.0
482000.0
484000.0
484000.0
487000.0
490000.0
490000.0
494000.0
495000.0
495000.0
501000.0
502000.0
505000.0
510000.0
513000.0
517000.0
519000.0
530000.0
532000.0
535000.0
541000.0
541000.0
548000.0
551000.0
551000.0
551000.0
556000.0
560000.0
574000.0
577000.0
580000.0
581000.0
581000.0
582000.0
583000.0
584000.0
590000.0
594000.0
599000.0
601000.0
616000.0
618000.0
620000.0
623000.0
627000.0
628000.0
629000.0
638000.0
643000.0
646000.0
659000.0
661000.0
666000.0
666000.0
667000.0
667000.0
667000.0
669000.0
670000.0
671000.0
671000.0
679000.0
681000.0
683000.0
687000.0
692000.0
697000.0
701000.0
705000.0
717000.0
723000.0
730000.0
736000.0
736000.0
739000.0
739000.0
747000.0
755000.0
759000.0
759000.0
759000.0
782000.0
784000.0
791000.0
809000.0
818000.0
818000.0
823000.0
825000.0
829000.0
833000.0
833000.0
836000.0
837000.0
852000.0
853000.0
853000.0
854000.0
858000.0
859000.0
869000.0
871000.0
878000.0
885000.0
894000.0
894000.0
905000.0
918000.0
919000.0
919000.0
923000.0
926000.0
936000.0
937000.0
938000.0
949000.0
956000.0
964000.0
964000.0
965000.0
970000.0
977000.0
979000.0
982000.0
982000.0
984000.0
986000.0
988000.0
988000.0
993000.0
997000.0
999000.0
1000000.0
1001000.0
1005000.0
1006000.0
1007000.0
1007000.0
1009000.0
1009000.0
1009000.0
1012000.0
1025000.0
1025000.0
1025000.0
1033000.0
1036000.0
1036000.0
1039000.0
1048000.0
1053000.0
1054000.0
1054000.0
